name,brand,price,img,id,features,place,year,age,outcome,habit
Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Ford,37612.0,https://bonbanh.com.vn/uploads/users/14173/car/1807581/s_1607058070.jpg,Mã: 1807581,"Động cơ Bi-Turbo 2.0 ( 213hp - 500Nm)
*** TẶNG 60 TRIỆU TIỀN MẶT hoặc tặng bộ phụ kiện Bedliner, Thùng, Film, BHVC.
- Giao xe ngay đủ các màu, thủ tục nhanh gọn, hỗ trợ cho vay ...",TP HCM,2020,27,39266.0,2
Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Ford,37612.0,https://bonbanh.com.vn/uploads/users/14173/car/1807581/s_1607058070.jpg,Mã: 1807581,"Động cơ Bi-Turbo 2.0 ( 213hp - 500Nm)
*** TẶNG 60 TRIỆU TIỀN MẶT hoặc tặng bộ phụ kiện Bedliner, Thùng, Film, BHVC.
- Giao xe ngay đủ các màu, thủ tục nhanh gọn, hỗ trợ cho vay ...",TP HCM,2020,26,38716.0,3
Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Ford,37612.0,https://bonbanh.com.vn/uploads/users/14173/car/1807581/s_1607058070.jpg,Mã: 1807581,"Động cơ Bi-Turbo 2.0 ( 213hp - 500Nm)
*** TẶNG 60 TRIỆU TIỀN MẶT hoặc tặng bộ phụ kiện Bedliner, Thùng, Film, BHVC.
- Giao xe ngay đủ các màu, thủ tục nhanh gọn, hỗ trợ cho vay ...",TP HCM,2020,47,41832.0,1
Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Ford,37612.0,https://bonbanh.com.vn/uploads/users/14173/car/1807581/s_1607058070.jpg,Mã: 1807581,"Động cơ Bi-Turbo 2.0 ( 213hp - 500Nm)
*** TẶNG 60 TRIỆU TIỀN MẶT hoặc tặng bộ phụ kiện Bedliner, Thùng, Film, BHVC.
- Giao xe ngay đủ các màu, thủ tục nhanh gọn, hỗ trợ cho vay ...",TP HCM,2020,60,40895.0,3
Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Ford,37612.0,https://bonbanh.com.vn/uploads/users/14173/car/1807581/s_1607058070.jpg,Mã: 1807581,"Động cơ Bi-Turbo 2.0 ( 213hp - 500Nm)
*** TẶNG 60 TRIỆU TIỀN MẶT hoặc tặng bộ phụ kiện Bedliner, Thùng, Film, BHVC.
- Giao xe ngay đủ các màu, thủ tục nhanh gọn, hỗ trợ cho vay ...",TP HCM,2020,36,41697.0,3
Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Ford,37612.0,https://bonbanh.com.vn/uploads/users/14173/car/1807581/s_1607058070.jpg,Mã: 1807581,"Động cơ Bi-Turbo 2.0 ( 213hp - 500Nm)
*** TẶNG 60 TRIỆU TIỀN MẶT hoặc tặng bộ phụ kiện Bedliner, Thùng, Film, BHVC.
- Giao xe ngay đủ các màu, thủ tục nhanh gọn, hỗ trợ cho vay ...",TP HCM,2020,32,39810.0,2
Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Ford,37612.0,https://bonbanh.com.vn/uploads/users/14173/car/1807581/s_1607058070.jpg,Mã: 1807581,"Động cơ Bi-Turbo 2.0 ( 213hp - 500Nm)
*** TẶNG 60 TRIỆU TIỀN MẶT hoặc tặng bộ phụ kiện Bedliner, Thùng, Film, BHVC.
- Giao xe ngay đủ các màu, thủ tục nhanh gọn, hỗ trợ cho vay ...",TP HCM,2020,55,42572.0,3
Ford Ranger Wildtrak 2.0L 4x4 AT - 2020,Ford,37612.0,https://bonbanh.com.vn/uploads/users/14173/car/1807581/s_1607058070.jpg,Mã: 1807581,"Động cơ Bi-Turbo 2.0 ( 213hp - 500Nm)
*** TẶNG 60 TRIỆU TIỀN MẶT hoặc tặng bộ phụ kiện Bedliner, Thùng, Film, BHVC.
- Giao xe ngay đủ các màu, thủ tục nhanh gọn, hỗ trợ cho vay ...",TP HCM,2020,38,40371.0,1
Kia Morning Deluxe - 2020,Kia,15002.0,https://bonbanh.com.vn/uploads/users/156020/car/3194984/s_1588135527.290.jpg,Mã: 3194984,"1.QUÀ TẶNG 30 TRIỆU KHI MUA XE KIA MORNING:
- Phiếu bảo dưỡng 10 triệu
- Quà tặng phụ kiện full xe lên tới 15 triệu ( Chi tiết alo liên hệ ngay).
2.Sở hữu ngay KIA Morning chỉ ...",Hà Nội,2020,43,17145.0,2
Kia Morning Deluxe - 2020,Kia,15002.0,https://bonbanh.com.vn/uploads/users/156020/car/3194984/s_1588135527.290.jpg,Mã: 3194984,"1.QUÀ TẶNG 30 TRIỆU KHI MUA XE KIA MORNING:
- Phiếu bảo dưỡng 10 triệu
- Quà tặng phụ kiện full xe lên tới 15 triệu ( Chi tiết alo liên hệ ngay).
2.Sở hữu ngay KIA Morning chỉ ...",Hà Nội,2020,41,17461.0,1
Kia Morning Deluxe - 2020,Kia,15002.0,https://bonbanh.com.vn/uploads/users/156020/car/3194984/s_1588135527.290.jpg,Mã: 3194984,"1.QUÀ TẶNG 30 TRIỆU KHI MUA XE KIA MORNING:
- Phiếu bảo dưỡng 10 triệu
- Quà tặng phụ kiện full xe lên tới 15 triệu ( Chi tiết alo liên hệ ngay).
2.Sở hữu ngay KIA Morning chỉ ...",Hà Nội,2020,29,18798.0,3
Kia Morning Deluxe - 2020,Kia,15002.0,https://bonbanh.com.vn/uploads/users/156020/car/3194984/s_1588135527.290.jpg,Mã: 3194984,"1.QUÀ TẶNG 30 TRIỆU KHI MUA XE KIA MORNING:
- Phiếu bảo dưỡng 10 triệu
- Quà tặng phụ kiện full xe lên tới 15 triệu ( Chi tiết alo liên hệ ngay).
2.Sở hữu ngay KIA Morning chỉ ...",Hà Nội,2020,30,19076.0,3
Kia Morning Deluxe - 2020,Kia,15002.0,https://bonbanh.com.vn/uploads/users/156020/car/3194984/s_1588135527.290.jpg,Mã: 3194984,"1.QUÀ TẶNG 30 TRIỆU KHI MUA XE KIA MORNING:
- Phiếu bảo dưỡng 10 triệu
- Quà tặng phụ kiện full xe lên tới 15 triệu ( Chi tiết alo liên hệ ngay).
2.Sở hữu ngay KIA Morning chỉ ...",Hà Nội,2020,55,16019.0,2
Kia Morning Deluxe - 2020,Kia,15002.0,https://bonbanh.com.vn/uploads/users/156020/car/3194984/s_1588135527.290.jpg,Mã: 3194984,"1.QUÀ TẶNG 30 TRIỆU KHI MUA XE KIA MORNING:
- Phiếu bảo dưỡng 10 triệu
- Quà tặng phụ kiện full xe lên tới 15 triệu ( Chi tiết alo liên hệ ngay).
2.Sở hữu ngay KIA Morning chỉ ...",Hà Nội,2020,52,18646.0,3
Toyota Innova 2.0E - 2018,Toyota,27668.0,https://bonbanh.com.vn/uploads/users/39022/car/3529339/s_1605836437.102.jpg,Mã: 3529339,"Siêu thị Ô tô Ánh Lý chào bán xe Toyota Innova 2.0E MT sản xuất và đăng ký 2018.
Xe đẹp như mới. Cam kết không dịch vụ, taxi.
Trang bị: Đèn xe Halogen, đèn sương mù, gương ...",Phú Thọ,2018,40,29700.0,2
Toyota Innova 2.0E - 2018,Toyota,27668.0,https://bonbanh.com.vn/uploads/users/39022/car/3529339/s_1605836437.102.jpg,Mã: 3529339,"Siêu thị Ô tô Ánh Lý chào bán xe Toyota Innova 2.0E MT sản xuất và đăng ký 2018.
Xe đẹp như mới. Cam kết không dịch vụ, taxi.
Trang bị: Đèn xe Halogen, đèn sương mù, gương ...",Phú Thọ,2018,24,30115.0,2
Toyota Innova 2.0E - 2018,Toyota,27668.0,https://bonbanh.com.vn/uploads/users/39022/car/3529339/s_1605836437.102.jpg,Mã: 3529339,"Siêu thị Ô tô Ánh Lý chào bán xe Toyota Innova 2.0E MT sản xuất và đăng ký 2018.
Xe đẹp như mới. Cam kết không dịch vụ, taxi.
Trang bị: Đèn xe Halogen, đèn sương mù, gương ...",Phú Thọ,2018,66,28912.0,3
Toyota Innova 2.0E - 2018,Toyota,27668.0,https://bonbanh.com.vn/uploads/users/39022/car/3529339/s_1605836437.102.jpg,Mã: 3529339,"Siêu thị Ô tô Ánh Lý chào bán xe Toyota Innova 2.0E MT sản xuất và đăng ký 2018.
Xe đẹp như mới. Cam kết không dịch vụ, taxi.
Trang bị: Đèn xe Halogen, đèn sương mù, gương ...",Phú Thọ,2018,55,29541.0,3
Toyota Innova 2.0E - 2018,Toyota,27668.0,https://bonbanh.com.vn/uploads/users/39022/car/3529339/s_1605836437.102.jpg,Mã: 3529339,"Siêu thị Ô tô Ánh Lý chào bán xe Toyota Innova 2.0E MT sản xuất và đăng ký 2018.
Xe đẹp như mới. Cam kết không dịch vụ, taxi.
Trang bị: Đèn xe Halogen, đèn sương mù, gương ...",Phú Thọ,2018,62,29925.0,1
Toyota Innova 2.0E - 2018,Toyota,27668.0,https://bonbanh.com.vn/uploads/users/39022/car/3529339/s_1605836437.102.jpg,Mã: 3529339,"Siêu thị Ô tô Ánh Lý chào bán xe Toyota Innova 2.0E MT sản xuất và đăng ký 2018.
Xe đẹp như mới. Cam kết không dịch vụ, taxi.
Trang bị: Đèn xe Halogen, đèn sương mù, gương ...",Phú Thọ,2018,39,30589.0,1
Toyota Innova 2.0E - 2018,Toyota,27668.0,https://bonbanh.com.vn/uploads/users/39022/car/3529339/s_1605836437.102.jpg,Mã: 3529339,"Siêu thị Ô tô Ánh Lý chào bán xe Toyota Innova 2.0E MT sản xuất và đăng ký 2018.
Xe đẹp như mới. Cam kết không dịch vụ, taxi.
Trang bị: Đèn xe Halogen, đèn sương mù, gương ...",Phú Thọ,2018,24,31968.0,1
Toyota Innova 2.0E - 2018,Toyota,27668.0,https://bonbanh.com.vn/uploads/users/39022/car/3529339/s_1605836437.102.jpg,Mã: 3529339,"Siêu thị Ô tô Ánh Lý chào bán xe Toyota Innova 2.0E MT sản xuất và đăng ký 2018.
Xe đẹp như mới. Cam kết không dịch vụ, taxi.
Trang bị: Đèn xe Halogen, đèn sương mù, gương ...",Phú Thọ,2018,62,30742.0,3
Toyota Innova 2.0E - 2018,Toyota,27668.0,https://bonbanh.com.vn/uploads/users/39022/car/3529339/s_1605836437.102.jpg,Mã: 3529339,"Siêu thị Ô tô Ánh Lý chào bán xe Toyota Innova 2.0E MT sản xuất và đăng ký 2018.
Xe đẹp như mới. Cam kết không dịch vụ, taxi.
Trang bị: Đèn xe Halogen, đèn sương mù, gương ...",Phú Thọ,2018,44,30730.0,2
Lexus RX 350L - 2018,Lexus,189356.0,https://bonbanh.com.vn/uploads/users/127345/car/2812710/s_1569472833.105.jpeg,Mã: 2812710,"Lexus RX350L 2018 mới 100% nhập khẩu nguyên chiếc với kích thước: 5,000x 1,895x 1,690. Xe được trang bị đầy đủ các tính năng cao cấp Lexus RX350: Camera 360, Hiển thị vận tốc HUD, ...",Quảng Ninh,2018,21,192706.0,3
Lexus RX 350L - 2018,Lexus,189356.0,https://bonbanh.com.vn/uploads/users/127345/car/2812710/s_1569472833.105.jpeg,Mã: 2812710,"Lexus RX350L 2018 mới 100% nhập khẩu nguyên chiếc với kích thước: 5,000x 1,895x 1,690. Xe được trang bị đầy đủ các tính năng cao cấp Lexus RX350: Camera 360, Hiển thị vận tốc HUD, ...",Quảng Ninh,2018,66,193737.0,2
Lexus RX 350L - 2018,Lexus,189356.0,https://bonbanh.com.vn/uploads/users/127345/car/2812710/s_1569472833.105.jpeg,Mã: 2812710,"Lexus RX350L 2018 mới 100% nhập khẩu nguyên chiếc với kích thước: 5,000x 1,895x 1,690. Xe được trang bị đầy đủ các tính năng cao cấp Lexus RX350: Camera 360, Hiển thị vận tốc HUD, ...",Quảng Ninh,2018,40,193067.0,2
Lexus RX 350L - 2018,Lexus,189356.0,https://bonbanh.com.vn/uploads/users/127345/car/2812710/s_1569472833.105.jpeg,Mã: 2812710,"Lexus RX350L 2018 mới 100% nhập khẩu nguyên chiếc với kích thước: 5,000x 1,895x 1,690. Xe được trang bị đầy đủ các tính năng cao cấp Lexus RX350: Camera 360, Hiển thị vận tốc HUD, ...",Quảng Ninh,2018,54,193602.0,3
Lexus RX 350L - 2018,Lexus,189356.0,https://bonbanh.com.vn/uploads/users/127345/car/2812710/s_1569472833.105.jpeg,Mã: 2812710,"Lexus RX350L 2018 mới 100% nhập khẩu nguyên chiếc với kích thước: 5,000x 1,895x 1,690. Xe được trang bị đầy đủ các tính năng cao cấp Lexus RX350: Camera 360, Hiển thị vận tốc HUD, ...",Quảng Ninh,2018,23,193459.0,3
Hyundai Universe BAHAI CAK47 - 2015,Hyundai,32424.0,https://bonbanh.com.vn/uploads/users/358939/car/3482183/s_1603338397.623.jpg,Mã: 3482183,Xe khách thaco universe 47 chỗ sản xuất năm 2015 xe chuyên chạy hợp đồng du lịch không có việc cho nên bán xe xe xe chạy chuẩn 6 vạn máy zin đã đổ bộ nhíp và hệ thống dây ...,Phú Thọ,2015,56,37406.0,3
Hyundai Universe BAHAI CAK47 - 2015,Hyundai,32424.0,https://bonbanh.com.vn/uploads/users/358939/car/3482183/s_1603338397.623.jpg,Mã: 3482183,Xe khách thaco universe 47 chỗ sản xuất năm 2015 xe chuyên chạy hợp đồng du lịch không có việc cho nên bán xe xe xe chạy chuẩn 6 vạn máy zin đã đổ bộ nhíp và hệ thống dây ...,Phú Thọ,2015,20,35852.0,2
Hyundai Universe BAHAI CAK47 - 2015,Hyundai,32424.0,https://bonbanh.com.vn/uploads/users/358939/car/3482183/s_1603338397.623.jpg,Mã: 3482183,Xe khách thaco universe 47 chỗ sản xuất năm 2015 xe chuyên chạy hợp đồng du lịch không có việc cho nên bán xe xe xe chạy chuẩn 6 vạn máy zin đã đổ bộ nhíp và hệ thống dây ...,Phú Thọ,2015,35,34501.0,2
Hyundai Universe BAHAI CAK47 - 2015,Hyundai,32424.0,https://bonbanh.com.vn/uploads/users/358939/car/3482183/s_1603338397.623.jpg,Mã: 3482183,Xe khách thaco universe 47 chỗ sản xuất năm 2015 xe chuyên chạy hợp đồng du lịch không có việc cho nên bán xe xe xe chạy chuẩn 6 vạn máy zin đã đổ bộ nhíp và hệ thống dây ...,Phú Thọ,2015,26,35229.0,1
Hyundai Universe BAHAI CAK47 - 2015,Hyundai,32424.0,https://bonbanh.com.vn/uploads/users/358939/car/3482183/s_1603338397.623.jpg,Mã: 3482183,Xe khách thaco universe 47 chỗ sản xuất năm 2015 xe chuyên chạy hợp đồng du lịch không có việc cho nên bán xe xe xe chạy chuẩn 6 vạn máy zin đã đổ bộ nhíp và hệ thống dây ...,Phú Thọ,2015,56,36824.0,1
Hyundai Universe BAHAI CAK47 - 2015,Hyundai,32424.0,https://bonbanh.com.vn/uploads/users/358939/car/3482183/s_1603338397.623.jpg,Mã: 3482183,Xe khách thaco universe 47 chỗ sản xuất năm 2015 xe chuyên chạy hợp đồng du lịch không có việc cho nên bán xe xe xe chạy chuẩn 6 vạn máy zin đã đổ bộ nhíp và hệ thống dây ...,Phú Thọ,2015,66,36319.0,3
Lexus LS 460L - 2007,Lexus,47555.0,https://bonbanh.com.vn/uploads/users/8969/car/3431890/s_1600657845.446.jpg,Mã: 3431890,"Siêu Thị Ô Tô Hà Nội bán xe Lexus LS 460L sản xuất và đăng ký 2007.
Siêu Thị Ô Tô Hà Nội cam kết xe không cấn đụng hoặc ngập nước, máy móc zin. Quý khách có nhu cầu vui ...",TP HCM,2007,56,49137.0,2
Lexus LS 460L - 2007,Lexus,47555.0,https://bonbanh.com.vn/uploads/users/8969/car/3431890/s_1600657845.446.jpg,Mã: 3431890,"Siêu Thị Ô Tô Hà Nội bán xe Lexus LS 460L sản xuất và đăng ký 2007.
Siêu Thị Ô Tô Hà Nội cam kết xe không cấn đụng hoặc ngập nước, máy móc zin. Quý khách có nhu cầu vui ...",TP HCM,2007,46,51329.0,2
Lexus LS 460L - 2007,Lexus,47555.0,https://bonbanh.com.vn/uploads/users/8969/car/3431890/s_1600657845.446.jpg,Mã: 3431890,"Siêu Thị Ô Tô Hà Nội bán xe Lexus LS 460L sản xuất và đăng ký 2007.
Siêu Thị Ô Tô Hà Nội cam kết xe không cấn đụng hoặc ngập nước, máy móc zin. Quý khách có nhu cầu vui ...",TP HCM,2007,62,49284.0,3
Lexus LS 460L - 2007,Lexus,47555.0,https://bonbanh.com.vn/uploads/users/8969/car/3431890/s_1600657845.446.jpg,Mã: 3431890,"Siêu Thị Ô Tô Hà Nội bán xe Lexus LS 460L sản xuất và đăng ký 2007.
Siêu Thị Ô Tô Hà Nội cam kết xe không cấn đụng hoặc ngập nước, máy móc zin. Quý khách có nhu cầu vui ...",TP HCM,2007,66,48874.0,1
Lexus LS 460L - 2007,Lexus,47555.0,https://bonbanh.com.vn/uploads/users/8969/car/3431890/s_1600657845.446.jpg,Mã: 3431890,"Siêu Thị Ô Tô Hà Nội bán xe Lexus LS 460L sản xuất và đăng ký 2007.
Siêu Thị Ô Tô Hà Nội cam kết xe không cấn đụng hoặc ngập nước, máy móc zin. Quý khách có nhu cầu vui ...",TP HCM,2007,69,52170.0,1
Volkswagen Scirocco 2.0 AT - 2010,Volkswagen,23778.0,https://bonbanh.com.vn/uploads/users/73236/car/3511855/s_1604911946.399.jpeg,Mã: 3511855,"#Volkswagen_Sicrocco 2.0 TSI Sport sx 2010 dky 2011 Tư nhân 1 chủ từ đầu, xe nhập khẩu nguyên chiếc, odo 5 vạn km đẹp xuất sắc, chủ cũ đi rất giữ gìn, trang bị Màn hình + camera ...",Hà Nội,2010,33,28758.0,2
Volkswagen Scirocco 2.0 AT - 2010,Volkswagen,23778.0,https://bonbanh.com.vn/uploads/users/73236/car/3511855/s_1604911946.399.jpeg,Mã: 3511855,"#Volkswagen_Sicrocco 2.0 TSI Sport sx 2010 dky 2011 Tư nhân 1 chủ từ đầu, xe nhập khẩu nguyên chiếc, odo 5 vạn km đẹp xuất sắc, chủ cũ đi rất giữ gìn, trang bị Màn hình + camera ...",Hà Nội,2010,63,27351.0,1
Volkswagen Scirocco 2.0 AT - 2010,Volkswagen,23778.0,https://bonbanh.com.vn/uploads/users/73236/car/3511855/s_1604911946.399.jpeg,Mã: 3511855,"#Volkswagen_Sicrocco 2.0 TSI Sport sx 2010 dky 2011 Tư nhân 1 chủ từ đầu, xe nhập khẩu nguyên chiếc, odo 5 vạn km đẹp xuất sắc, chủ cũ đi rất giữ gìn, trang bị Màn hình + camera ...",Hà Nội,2010,27,25294.0,1
Volkswagen Scirocco 2.0 AT - 2010,Volkswagen,23778.0,https://bonbanh.com.vn/uploads/users/73236/car/3511855/s_1604911946.399.jpeg,Mã: 3511855,"#Volkswagen_Sicrocco 2.0 TSI Sport sx 2010 dky 2011 Tư nhân 1 chủ từ đầu, xe nhập khẩu nguyên chiếc, odo 5 vạn km đẹp xuất sắc, chủ cũ đi rất giữ gìn, trang bị Màn hình + camera ...",Hà Nội,2010,41,24850.0,1
Volkswagen Scirocco 2.0 AT - 2010,Volkswagen,23778.0,https://bonbanh.com.vn/uploads/users/73236/car/3511855/s_1604911946.399.jpeg,Mã: 3511855,"#Volkswagen_Sicrocco 2.0 TSI Sport sx 2010 dky 2011 Tư nhân 1 chủ từ đầu, xe nhập khẩu nguyên chiếc, odo 5 vạn km đẹp xuất sắc, chủ cũ đi rất giữ gìn, trang bị Màn hình + camera ...",Hà Nội,2010,58,28107.0,2
Volkswagen Scirocco 2.0 AT - 2010,Volkswagen,23778.0,https://bonbanh.com.vn/uploads/users/73236/car/3511855/s_1604911946.399.jpeg,Mã: 3511855,"#Volkswagen_Sicrocco 2.0 TSI Sport sx 2010 dky 2011 Tư nhân 1 chủ từ đầu, xe nhập khẩu nguyên chiếc, odo 5 vạn km đẹp xuất sắc, chủ cũ đi rất giữ gìn, trang bị Màn hình + camera ...",Hà Nội,2010,34,28111.0,3
Volkswagen Scirocco 2.0 AT - 2010,Volkswagen,23778.0,https://bonbanh.com.vn/uploads/users/73236/car/3511855/s_1604911946.399.jpeg,Mã: 3511855,"#Volkswagen_Sicrocco 2.0 TSI Sport sx 2010 dky 2011 Tư nhân 1 chủ từ đầu, xe nhập khẩu nguyên chiếc, odo 5 vạn km đẹp xuất sắc, chủ cũ đi rất giữ gìn, trang bị Màn hình + camera ...",Hà Nội,2010,60,25017.0,3
Mitsubishi Grandis 2.4 AT - 2009,Mitsubishi,16644.0,https://bonbanh.com.vn/uploads/users/18816/car/3560087/s_1607423475.733.jpg,Mã: 3560087,"Gia đình cần bán chiếc Mitsubishi Grandis 2.4 đời 2009 màu đen.Xe cực đẹp,đi đúng 80.000km,đảm bảo kg bị tai nạn hay ngập nước.Nội thất còn rất mới,ghế da zin.Máy êm còn ...",Đồng Nai,2009,22,18189.0,2
Mitsubishi Grandis 2.4 AT - 2009,Mitsubishi,16644.0,https://bonbanh.com.vn/uploads/users/18816/car/3560087/s_1607423475.733.jpg,Mã: 3560087,"Gia đình cần bán chiếc Mitsubishi Grandis 2.4 đời 2009 màu đen.Xe cực đẹp,đi đúng 80.000km,đảm bảo kg bị tai nạn hay ngập nước.Nội thất còn rất mới,ghế da zin.Máy êm còn ...",Đồng Nai,2009,21,20435.0,1
Mitsubishi Grandis 2.4 AT - 2009,Mitsubishi,16644.0,https://bonbanh.com.vn/uploads/users/18816/car/3560087/s_1607423475.733.jpg,Mã: 3560087,"Gia đình cần bán chiếc Mitsubishi Grandis 2.4 đời 2009 màu đen.Xe cực đẹp,đi đúng 80.000km,đảm bảo kg bị tai nạn hay ngập nước.Nội thất còn rất mới,ghế da zin.Máy êm còn ...",Đồng Nai,2009,30,21175.0,2
Mitsubishi Grandis 2.4 AT - 2009,Mitsubishi,16644.0,https://bonbanh.com.vn/uploads/users/18816/car/3560087/s_1607423475.733.jpg,Mã: 3560087,"Gia đình cần bán chiếc Mitsubishi Grandis 2.4 đời 2009 màu đen.Xe cực đẹp,đi đúng 80.000km,đảm bảo kg bị tai nạn hay ngập nước.Nội thất còn rất mới,ghế da zin.Máy êm còn ...",Đồng Nai,2009,65,21446.0,2
Kia K3 2.0 AT - 2014,Kia,19887.0,https://bonbanh.com.vn/uploads/users/103641/car/3497120/s_1604119946.452.jpg,Mã: 3497120,"Bán Kia K3 2.0AT 2014 màu trắng xe cá nhân, xe đi được 80.000km
- Xe đi được 80.000km
- Xe trang bị : DVD, Film , Sàn, ghế da.
- Xe bán ra tại Toyota Tân cảng được Cam kết :
+ Không ...",TP HCM,2014,60,22192.0,2
Kia K3 2.0 AT - 2014,Kia,19887.0,https://bonbanh.com.vn/uploads/users/103641/car/3497120/s_1604119946.452.jpg,Mã: 3497120,"Bán Kia K3 2.0AT 2014 màu trắng xe cá nhân, xe đi được 80.000km
- Xe đi được 80.000km
- Xe trang bị : DVD, Film , Sàn, ghế da.
- Xe bán ra tại Toyota Tân cảng được Cam kết :
+ Không ...",TP HCM,2014,24,21278.0,1
Kia K3 2.0 AT - 2014,Kia,19887.0,https://bonbanh.com.vn/uploads/users/103641/car/3497120/s_1604119946.452.jpg,Mã: 3497120,"Bán Kia K3 2.0AT 2014 màu trắng xe cá nhân, xe đi được 80.000km
- Xe đi được 80.000km
- Xe trang bị : DVD, Film , Sàn, ghế da.
- Xe bán ra tại Toyota Tân cảng được Cam kết :
+ Không ...",TP HCM,2014,21,22729.0,2
Kia K3 2.0 AT - 2014,Kia,19887.0,https://bonbanh.com.vn/uploads/users/103641/car/3497120/s_1604119946.452.jpg,Mã: 3497120,"Bán Kia K3 2.0AT 2014 màu trắng xe cá nhân, xe đi được 80.000km
- Xe đi được 80.000km
- Xe trang bị : DVD, Film , Sàn, ghế da.
- Xe bán ra tại Toyota Tân cảng được Cam kết :
+ Không ...",TP HCM,2014,38,22096.0,3
